Year,Region,GDP,GDP_Type,Unit
2021,Osječko-baranjska županija,11059.58,GDP per Capita,EUR
2021,Vukovarsko-srijemska županija,9035.22,GDP per Capita,EUR
2021,Karlovačka županija,10162.46,GDP per Capita,EUR
2021,Sisačko-moslavačka županija,9745.08,GDP per Capita,EUR
2021,Primorsko-goranska zupanija,15213.01,GDP per Capita,EUR
2021,Licko-senjska zupanija,11600.25,GDP per Capita,EUR
2021,Zadarska zupanija,11622.49,GDP per Capita,EUR
2021,Sibensko-kninska zupanija,11082.47,GDP per Capita,EUR
2021,Splitsko-dalmatinska zupanija,10565.84,GDP per Capita,EUR
2021,Istarska zupanija,15358.06,GDP per Capita,EUR
2021,Dubrovacko-neretvanska zupanija,13148.59,GDP per Capita,EUR
2021,Grad Zagreb,24118.85,GDP per Capita,EUR
2021,Međimurska županija,12197.21,GDP per Capita,EUR
2021,Varaždinska županija,12324.85,GDP per Capita,EUR
2021,Koprivničko-križevačka županija,10441.28,GDP per Capita,EUR
2021,Krapinsko-zagorska županija,8896.42,GDP per Capita,EUR
2021,Zagrebačka županija,11487.18,GDP per Capita,EUR
2021,Crna Gora,6660.91,GDP per Capita,EUR
2021,Vardarski,5423.41,GDP per Capita,EUR
2021,Istocen,5168.84,GDP per Capita,EUR
2021,Jugozapaden,4403.85,GDP per Capita,EUR
2021,Jugoistocen,5346.82,GDP per Capita,EUR
2021,Pelagoniski,4846.84,GDP per Capita,EUR
2021,Poloski,2548.33,GDP per Capita,EUR
2021,Severoistocen,2940.44,GDP per Capita,EUR
2021,Skopski,7141.83,GDP per Capita,EUR
2021,Београдска област,10497.2,GDP per Capita,EUR
2021,Западнобачка област,4690.02,GDP per Capita,EUR
2021,Јужнобанатска област,5767.17,GDP per Capita,EUR
2021,Јужнобачка област,7396.23,GDP per Capita,EUR
2021,Севернобанатска област,5034.14,GDP per Capita,EUR
2021,Севернобачка област,5664.86,GDP per Capita,EUR
2021,Средњобанатска област,5701.09,GDP per Capita,EUR
2021,Сремска област,5966.98,GDP per Capita,EUR
2021,Златиборска област,4814.41,GDP per Capita,EUR
2021,Колубарска област,4664.52,GDP per Capita,EUR
2021,Мачванска област,3752.4,GDP per Capita,EUR
2021,Моравичка област,5300.66,GDP per Capita,EUR
2021,Поморавска област,4288.93,GDP per Capita,EUR
2021,Расинска област,4298.1,GDP per Capita,EUR
2021,Рашка област,3411.8,GDP per Capita,EUR
2021,Шумадијска област,4881.5,GDP per Capita,EUR
2021,Борска област,11015.24,GDP per Capita,EUR
2021,Браничевска област,5000.31,GDP per Capita,EUR
2021,Зајечарска област,3651.93,GDP per Capita,EUR
2021,Јабланичка област,3344.54,GDP per Capita,EUR
2021,Нишавска област,4935.89,GDP per Capita,EUR
2021,Пиротска област,4946.41,GDP per Capita,EUR
2021,Подунавска област,3783.26,GDP per Capita,EUR
2021,Пчињска област,3018.08,GDP per Capita,EUR
2021,Топличка област,3627.58,GDP per Capita,EUR
2021,Pomurska,15308.95,GDP per Capita,EUR
2021,Podravska,18382.31,GDP per Capita,EUR
2021,Koroska,17401.64,GDP per Capita,EUR
2021,Savinjska,19945.9,GDP per Capita,EUR
2021,Zasavska,11982.79,GDP per Capita,EUR
2021,Posavska,19110.35,GDP per Capita,EUR
2021,Jugovzhodna Slovenija,21615.84,GDP per Capita,EUR
2021,Primorsko-notranjska,15975.98,GDP per Capita,EUR
2021,Osrednjeslovenska,32717.1,GDP per Capita,EUR
2021,Gorenjska,18426.53,GDP per Capita,EUR
2021,Goriska,19615.71,GDP per Capita,EUR
2021,Obalno-kraska,20029.53,GDP per Capita,EUR
2021,Bjelovarsko-bilogorska županija,10045.06,GDP per Capita,EUR
2021,Virovitičko-podravska županija,8438.14,GDP per Capita,EUR
2021,Požeško-slavonska županija,7977.9,GDP per Capita,EUR
2021,Brodsko-posavska županija,8445.36,GDP per Capita,EUR
2021,Osječko-baranjska županija,11059.58,GDP per Capita,EUR
2021,Vukovarsko-srijemska županija,9035.22,GDP per Capita,EUR
2021,Karlovačka županija,10162.46,GDP per Capita,EUR
2021,Sisačko-moslavačka županija,9745.08,GDP per Capita,EUR
2021,Primorsko-goranska zupanija,15213.01,GDP per Capita,EUR
2021,Licko-senjska zupanija,11600.25,GDP per Capita,EUR
2021,Zadarska zupanija,11622.49,GDP per Capita,EUR
2021,Sibensko-kninska zupanija,11082.47,GDP per Capita,EUR
2021,Splitsko-dalmatinska zupanija,10565.84,GDP per Capita,EUR
2021,Istarska zupanija,15358.06,GDP per Capita,EUR
2021,Dubrovacko-neretvanska zupanija,13148.59,GDP per Capita,EUR
2021,Grad Zagreb,24118.85,GDP per Capita,EUR
2021,Međimurska županija,12197.21,GDP per Capita,EUR
2021,Varaždinska županija,12324.85,GDP per Capita,EUR
2021,Koprivničko-križevačka županija,10441.28,GDP per Capita,EUR
2021,Krapinsko-zagorska županija,8896.42,GDP per Capita,EUR
2021,Zagrebačka županija,11487.18,GDP per Capita,EUR
2021,Crna Gora,6660.91,GDP per Capita,EUR
2021,Vardarski,5423.41,GDP per Capita,EUR
2021,Istocen,5168.84,GDP per Capita,EUR
2021,Jugozapaden,4403.85,GDP per Capita,EUR
2021,Jugoistocen,5346.82,GDP per Capita,EUR
2021,Pelagoniski,4846.84,GDP per Capita,EUR
2021,Poloski,2548.33,GDP per Capita,EUR
2021,Severoistocen,2940.44,GDP per Capita,EUR
2021,Skopski,7141.83,GDP per Capita,EUR
2021,Београдска област,10497.2,GDP per Capita,EUR
2021,Западнобачка област,4690.02,GDP per Capita,EUR
2021,Јужнобанатска област,5767.17,GDP per Capita,EUR
2021,Јужнобачка област,7396.23,GDP per Capita,EUR
2021,Севернобанатска област,5034.14,GDP per Capita,EUR
2021,Севернобачка област,5664.86,GDP per Capita,EUR
2021,Средњобанатска област,5701.09,GDP per Capita,EUR
2021,Сремска област,5966.98,GDP per Capita,EUR
2021,Златиборска област,4814.41,GDP per Capita,EUR
2021,Колубарска област,4664.52,GDP per Capita,EUR
2021,Мачванска област,3752.4,GDP per Capita,EUR
2021,Моравичка област,5300.66,GDP per Capita,EUR
2021,Поморавска област,4288.93,GDP per Capita,EUR
2021,Расинска област,4298.1,GDP per Capita,EUR
2021,Рашка област,3411.8,GDP per Capita,EUR
2021,Шумадијска област,4881.5,GDP per Capita,EUR
2021,Борска област,11015.24,GDP per Capita,EUR
2021,Браничевска област,5000.31,GDP per Capita,EUR
2021,Зајечарска област,3651.93,GDP per Capita,EUR
2021,Јабланичка област,3344.54,GDP per Capita,EUR
2021,Нишавска област,4935.89,GDP per Capita,EUR
2021,Пиротска област,4946.41,GDP per Capita,EUR
2021,Подунавска област,3783.26,GDP per Capita,EUR
2021,Пчињска област,3018.08,GDP per Capita,EUR
2021,Топличка област,3627.58,GDP per Capita,EUR
2021,Pomurska,15308.95,GDP per Capita,EUR
2021,Podravska,18382.31,GDP per Capita,EUR
2021,Koroska,17401.64,GDP per Capita,EUR
2021,Savinjska,19945.9,GDP per Capita,EUR
2021,Zasavska,11982.79,GDP per Capita,EUR
2021,Posavska,19110.35,GDP per Capita,EUR
2021,Jugovzhodna Slovenija,21615.84,GDP per Capita,EUR
2021,Primorsko-notranjska,15975.98,GDP per Capita,EUR
2021,Osrednjeslovenska,32717.1,GDP per Capita,EUR
2021,Gorenjska,18426.53,GDP per Capita,EUR
2021,Goriska,19615.71,GDP per Capita,EUR
2021,Obalno-kraska,20029.53,GDP per Capita,EUR
2022,Bjelovarsko-bilogorska županija,10527.21,GDP per Capita,EUR
2022,Virovitičko-podravska županija,8873.35,GDP per Capita,EUR
2022,Požeško-slavonska županija,8496.46,GDP per Capita,EUR
2022,Brodsko-posavska županija,9001.46,GDP per Capita,EUR
2022,Osječko-baranjska županija,11738.58,GDP per Capita,EUR
2022,Vukovarsko-srijemska županija,9565.64,GDP per Capita,EUR
2022,Karlovačka županija,10912.58,GDP per Capita,EUR
2022,Sisačko-moslavačka županija,10351.34,GDP per Capita,EUR
2022,Primorsko-goranska zupanija,16643.77,GDP per Capita,EUR
2022,Licko-senjska zupanija,12417.38,GDP per Capita,EUR
2022,Zadarska zupanija,12408.99,GDP per Capita,EUR
2022,Sibensko-kninska zupanija,12031.5,GDP per Capita,EUR
2022,Splitsko-dalmatinska zupanija,11369.3,GDP per Capita,EUR
2022,Istarska zupanija,17053.13,GDP per Capita,EUR
2022,Dubrovacko-neretvanska zupanija,14701.74,GDP per Capita,EUR
2022,Grad Zagreb,25452.12,GDP per Capita,EUR
2022,Međimurska županija,12865.09,GDP per Capita,EUR
2022,Varaždinska županija,13081.34,GDP per Capita,EUR
2022,Koprivničko-križevačka županija,10992.93,GDP per Capita,EUR
2022,Krapinsko-zagorska županija,9465.77,GDP per Capita,EUR
2022,Zagrebačka županija,12180.49,GDP per Capita,EUR
2022,Crna Gora,7110.55,GDP per Capita,EUR
2022,Vardarski,5828.27,GDP per Capita,EUR
2022,Istocen,5731.09,GDP per Capita,EUR
2022,Jugozapaden,5055.15,GDP per Capita,EUR
2022,Jugoistocen,5950.09,GDP per Capita,EUR
2022,Pelagoniski,5172.13,GDP per Capita,EUR
2022,Poloski,2983.52,GDP per Capita,EUR
2022,Severoistocen,3246.86,GDP per Capita,EUR
2022,Skopski,7504.15,GDP per Capita,EUR
2022,Београдска област,11211.33,GDP per Capita,EUR
2022,Западнобачка област,5390.1,GDP per Capita,EUR
2022,Јужнобанатска област,6528.95,GDP per Capita,EUR
2022,Јужнобачка област,8222.15,GDP per Capita,EUR
2022,Севернобанатска област,5895.69,GDP per Capita,EUR
2022,Севернобачка област,6550.75,GDP per Capita,EUR
2022,Средњобанатска област,6545.46,GDP per Capita,EUR
2022,Сремска област,6711.24,GDP per Capita,EUR
2022,Златиборска област,5195.75,GDP per Capita,EUR
2022,Колубарска област,5055.91,GDP per Capita,EUR
2022,Мачванска област,4055.78,GDP per Capita,EUR
2022,Моравичка област,5739.65,GDP per Capita,EUR
2022,Поморавска област,4709.96,GDP per Capita,EUR
2022,Расинска област,4696.68,GDP per Capita,EUR
2022,Рашка област,3669.88,GDP per Capita,EUR
2022,Шумадијска област,5277.08,GDP per Capita,EUR
2022,Борска област,12192.66,GDP per Capita,EUR
2022,Браничевска област,5439.39,GDP per Capita,EUR
2022,Зајечарска област,4040.17,GDP per Capita,EUR
2022,Јабланичка област,3675.74,GDP per Capita,EUR
2022,Нишавска област,5368.69,GDP per Capita,EUR
2022,Пиротска област,5469.27,GDP per Capita,EUR
2022,Подунавска област,4115.28,GDP per Capita,EUR
2022,Пчињска област,3230.29,GDP per Capita,EUR
2022,Топличка област,3982.54,GDP per Capita,EUR
2022,Pomurska,15667.25,GDP per Capita,EUR
2022,Podravska,18604.53,GDP per Capita,EUR
2022,Koroska,17682.18,GDP per Capita,EUR
2022,Savinjska,20220.9,GDP per Capita,EUR
2022,Zasavska,12310.39,GDP per Capita,EUR
2022,Posavska,17864.59,GDP per Capita,EUR
2022,Jugovzhodna Slovenija,21407.8,GDP per Capita,EUR
2022,Primorsko-notranjska,15876.08,GDP per Capita,EUR
2022,Osrednjeslovenska,33246.58,GDP per Capita,EUR
2022,Gorenjska,20056.92,GDP per Capita,EUR
2022,Goriska,20415.26,GDP per Capita,EUR
2022,Obalno-kraska,22070.74,GDP per Capita,EUR
2022,Bjelovarsko-bilogorska županija,10527.21,GDP per Capita,EUR
2022,Virovitičko-podravska županija,8873.35,GDP per Capita,EUR
2022,Požeško-slavonska županija,8496.46,GDP per Capita,EUR
2022,Brodsko-posavska županija,9001.46,GDP per Capita,EUR
2022,Osječko-baranjska županija,11738.58,GDP per Capita,EUR
2022,Vukovarsko-srijemska županija,9565.64,GDP per Capita,EUR
2022,Karlovačka županija,10912.58,GDP per Capita,EUR
2022,Sisačko-moslavačka županija,10351.34,GDP per Capita,EUR
2022,Primorsko-goranska zupanija,16643.77,GDP per Capita,EUR
2022,Licko-senjska zupanija,12417.38,GDP per Capita,EUR
2022,Zadarska zupanija,12408.99,GDP per Capita,EUR
2022,Sibensko-kninska zupanija,12031.5,GDP per Capita,EUR
2022,Splitsko-dalmatinska zupanija,11369.3,GDP per Capita,EUR
2022,Istarska zupanija,17053.13,GDP per Capita,EUR
2022,Dubrovacko-neretvanska zupanija,14701.74,GDP per Capita,EUR
2022,Grad Zagreb,25452.12,GDP per Capita,EUR
2022,Međimurska županija,12865.09,GDP per Capita,EUR
2022,Varaždinska županija,13081.34,GDP per Capita,EUR
2022,Koprivničko-križevačka županija,10992.93,GDP per Capita,EUR
2022,Krapinsko-zagorska županija,9465.77,GDP per Capita,EUR
2022,Zagrebačka županija,12180.49,GDP per Capita,EUR
2022,Crna Gora,7110.55,GDP per Capita,EUR
2022,Vardarski,5828.27,GDP per Capita,EUR
2022,Istocen,5731.09,GDP per Capita,EUR
2022,Jugozapaden,5055.15,GDP per Capita,EUR
2022,Jugoistocen,5950.09,GDP per Capita,EUR
2022,Pelagoniski,5172.13,GDP per Capita,EUR
2022,Poloski,2983.52,GDP per Capita,EUR
2022,Severoistocen,3246.86,GDP per Capita,EUR
2022,Skopski,7504.15,GDP per Capita,EUR
2022,Београдска област,11211.33,GDP per Capita,EUR
2022,Западнобачка област,5390.1,GDP per Capita,EUR
2022,Јужнобанатска област,6528.95,GDP per Capita,EUR
2022,Јужнобачка област,8222.15,GDP per Capita,EUR
2022,Севернобанатска област,5895.69,GDP per Capita,EUR
2022,Севернобачка област,6550.75,GDP per Capita,EUR
2022,Средњобанатска област,6545.46,GDP per Capita,EUR
2022,Сремска област,6711.24,GDP per Capita,EUR
2022,Златиборска област,5195.75,GDP per Capita,EUR
2022,Колубарска област,5055.91,GDP per Capita,EUR
2022,Мачванска област,4055.78,GDP per Capita,EUR
2022,Моравичка област,5739.65,GDP per Capita,EUR
2022,Поморавска област,4709.96,GDP per Capita,EUR
2022,Расинска област,4696.68,GDP per Capita,EUR
2022,Рашка област,3669.88,GDP per Capita,EUR
2022,Шумадијска област,5277.08,GDP per Capita,EUR
2022,Борска област,12192.66,GDP per Capita,EUR
2022,Браничевска област,5439.39,GDP per Capita,EUR
2022,Зајечарска област,4040.17,GDP per Capita,EUR
2022,Јабланичка област,3675.74,GDP per Capita,EUR
2022,Нишавска област,5368.69,GDP per Capita,EUR
2022,Пиротска област,5469.27,GDP per Capita,EUR
2022,Подунавска област,4115.28,GDP per Capita,EUR
2022,Пчињска област,3230.29,GDP per Capita,EUR
2022,Топличка област,3982.54,GDP per Capita,EUR
2022,Pomurska,15667.25,GDP per Capita,EUR
2022,Podravska,18604.53,GDP per Capita,EUR
2022,Koroska,17682.18,GDP per Capita,EUR
2022,Savinjska,20220.9,GDP per Capita,EUR
2022,Zasavska,12310.39,GDP per Capita,EUR
2022,Posavska,17864.59,GDP per Capita,EUR
2022,Jugovzhodna Slovenija,21407.8,GDP per Capita,EUR
2022,Primorsko-notranjska,15876.08,GDP per Capita,EUR
2022,Osrednjeslovenska,33246.58,GDP per Capita,EUR
2022,Gorenjska,20056.92,GDP per Capita,EUR
2022,Goriska,20415.26,GDP per Capita,EUR
2022,Obalno-kraska,22070.74,GDP per Capita,EUR
2000,Kosovo,6051.51,GDP per Capita,EUR
2001,Kosovo,6327.72,GDP per Capita,EUR
2002,Kosovo,6138.93,GDP per Capita,EUR
2003,Kosovo,6188.22,GDP per Capita,EUR
2004,Kosovo,5867.37,GDP per Capita,EUR
2005,Kosovo,6057.09,GDP per Capita,EUR
2006,Kosovo,6186.360000000001,GDP per Capita,EUR
2007,Kosovo,6607.650000000001,GDP per Capita,EUR
2008,Kosovo,2057.0,GDP per Capita,EUR
2009,Kosovo,2066.0,GDP per Capita,EUR
2010,Kosovo,2271.0,GDP per Capita,EUR
2011,Kosovo,2528.0,GDP per Capita,EUR
2012,Kosovo,2655.0,GDP per Capita,EUR
2013,Kosovo,2794.0,GDP per Capita,EUR
2014,Kosovo,2950.0,GDP per Capita,EUR
2015,Kosovo,3202.0,GDP per Capita,EUR
2016,Kosovo,3368.0,GDP per Capita,EUR
2017,Kosovo,3534.0,GDP per Capita,EUR
2018,Kosovo,3715.0,GDP per Capita,EUR
2019,Kosovo,3959.0,GDP per Capita,EUR
2020,Kosovo,3772.0,GDP per Capita,EUR
2021,Kosovo,4486.0,GDP per Capita,EUR
2022,Kosovo,5048.0,GDP per Capita,EUR
